Order_ID,Latitude,Longitude,Distance_m,Delivery_Time_min,Demand
76,12.9841222,77.6405203,365.656074724209,4.37,4
77,12.9801163,77.6446084,1000.6539246403465,7.06,5
78,12.9838303,77.6413992,517.1883482653884,5.65,4
79,12.9817271,77.6433177,723.3735295794143,6.85,4
80,12.9772671,77.6442557,1257.6105453510347,10.29,5
81,12.9811805,77.6465538,1469.7046249284697,11.58,2
82,12.9827334,77.6457594,1240.9217056457048,9.94,3
83,12.9838303,77.6413992,517.1883482653884,7.15,4
84,12.9791725,77.6437122,1083.1408317901478,9.01,4
85,12.9801055,77.6455449,1110.1342484973122,10.42,1
86,12.975721,77.6434665,1421.1645348143795,11.84,1
87,12.9801498,77.6450749,1051.338056883209,7.69,3
88,12.9811758,77.6430774,751.4331742566142,8.67,3
89,12.9802053,77.6470594,1461.9208932140693,10.58,2
90,12.9819882,77.6396263,345.20550489062765,6.61,2
91,12.9778688,77.6466261,1444.9534479875135,10.46,5
92,12.9797282,77.6455863,1151.3829718955706,9.59,1
93,12.9827917,77.6382008,140.7921417525406,3.33,5
94,12.9785419,77.6466626,1377.7424460939544,10.68,5
95,12.9827334,77.6457594,1240.9217056457048,9.3,5
96,12.9834805,77.6455973,1156.0113903309878,10.66,4
97,12.9820968,77.6455915,1327.766586437846,8.92,3
98,12.9772671,77.6442557,1257.6105453510347,10.32,5
99,12.9815688,77.63944,368.21349227817143,4.19,4
100,12.9811822,77.6464979,1463.64472247685,10.06,2
101,12.9828791,77.6374502,15.556871069506306,2.83,1
102,12.9822659,77.6376268,86.60837427808954,3.68,3
103,12.9787801,77.6428571,1027.6197513692325,9.92,2
104,12.9783397,77.6409171,877.1611763453278,7.97,1
105,12.9812344,77.6446497,1210.304162973909,9.49,2
106,12.9801394,77.6458109,1139.2018214429786,10.39,3
107,12.9823684,77.639401,279.18561675555236,5.48,4
108,12.9792587,77.6464415,1288.5754043950737,11.37,4
109,12.9766773,77.6422253,1197.925298204762,10.18,1
110,12.9785359,77.6465944,1370.6926920828075,10.77,5
111,12.9824372,77.6405929,408.5577548798012,5.97,5
112,12.9829422,77.6373708,0.0,2.65,5
113,12.9820337,77.6413737,537.1266843494586,5.61,1
114,12.981271,77.6413783,621.9449496039956,6.36,5
115,12.9756441,77.6410581,1177.2933692196339,9.23,5
116,12.9811758,77.6430774,751.4331742566142,6.05,2
117,12.9784527,77.6441879,1125.573119952423,9.07,1
118,12.9812422,77.6442343,856.7459747359477,7.99,2
119,12.981039,77.6454728,1197.0111173944606,10.49,1
120,12.984291,77.6413407,465.57011232289665,6.46,1
121,12.9777004,77.6415949,1021.0470348565643,9.01,4
122,12.9802053,77.6470594,1461.9208932140693,9.64,5
123,12.9757018,77.6428741,1372.991151050601,10.03,2
124,12.9756821,77.6422676,1308.4178797492336,9.79,2
125,12.9791405,77.6426714,982.771420949671,9.22,5
126,12.979992,77.6411705,729.3608900703565,6.23,5
127,12.9841222,77.6405203,365.656074724209,6.66,1
128,12.9804944,77.6470581,1494.0677005278576,11.39,3
129,12.9809711,77.6439041,843.8556315675082,6.5,4
130,12.9784527,77.6441879,1125.573119952423,10.5,1
131,12.9838303,77.6413992,517.1883482653884,4.84,5
132,12.9800734,77.6440053,944.2759361692744,8.18,3
133,12.9800734,77.6440053,944.2759361692744,8.47,2
134,12.9827188,77.6456914,1234.46928625638,9.2,2
135,12.981039,77.6454728,1197.0111173944606,9.55,5
136,12.9799812,77.6408488,694.4827552786822,7.56,1
137,12.9838042,77.6396887,268.8421009875829,4.5,2
138,12.9785359,77.6465944,1370.6926920828075,9.2,2
139,12.9841222,77.6405203,365.656074724209,5.76,5
140,12.9823004,77.638224,151.43033599112047,4.84,3
141,12.9822659,77.6376268,86.60837427808954,3.59,4
142,12.9785419,77.6466626,1377.7424460939544,9.49,4
143,12.9824117,77.6457626,1269.477906057098,8.49,2
144,12.9791405,77.6426714,982.771420949671,7.44,5
145,12.9799068,77.6458773,1169.8046525311636,10.45,5
146,12.9823684,77.639401,279.18561675555236,4.67,3
147,12.9801644,77.6467168,1432.8098279057926,10.29,2
148,12.9824372,77.6405929,408.5577548798012,6.41,5
149,12.9768017,77.6459938,1492.6895669079856,11.44,3
150,12.9815832,77.6396508,390.3176887323678,6.62,2
151,12.9801394,77.6458109,1139.2018214429786,8.38,2
152,12.9792587,77.6464415,1288.5754043950737,11.36,3
153,12.9824372,77.6405929,408.5577548798012,5.5,5
154,12.9778688,77.6466261,1444.9534479875135,10.56,3
155,12.9824372,77.6405929,408.5577548798012,4.27,1
156,12.9812376,77.6460148,1285.2032298646702,10.06,5
157,12.9809746,77.64607,1255.3535540803043,9.32,5
158,12.9828791,77.6374502,15.556871069506306,2.7,5
159,12.9828791,77.6374502,15.556871069506306,3.31,1
160,12.9816094,77.6449415,1227.9766540397252,9.32,1
161,12.9839104,77.6418741,569.5452767546349,7.23,5
162,12.9857249,77.6451284,905.9740422712584,9.35,1
163,12.981751,77.645133,1410.8099999931435,9.12,2
164,12.9784075,77.6428777,1069.1118681655792,9.1,5
165,12.9799998,77.6414043,754.7088717016721,6.31,4
166,12.9807946,77.6461102,1238.414144391507,10.4,1
167,12.9811946,77.6449101,1181.727619343807,7.91,4
168,12.9790845,77.6408871,794.2777120251919,6.06,3
169,12.9822659,77.6376268,86.60837427808954,2.82,5
170,12.9778688,77.6466261,1444.9534479875135,9.78,5
171,12.9812422,77.6442343,856.7459747359477,6.79,2
172,12.9783397,77.6409171,877.1611763453278,8.75,5
173,12.9813203,77.6451253,1278.3474228951343,9.15,4
174,12.9815501,77.6391718,340.38111558443416,3.9,3
175,12.9811805,77.6465538,1469.7046249284697,10.72,4
176,12.9824062,77.6400563,350.3135341458872,5.76,3
177,12.981751,77.645133,1410.8099999931435,10.93,2
178,12.9756821,77.6422676,1308.4178797492336,11.44,3
179,12.980099,77.6443666,974.3834405292068,7.26,5
180,12.9841506,77.6405953,374.37450719223625,4.04,2
181,12.981751,77.645133,1410.8099999931435,10.1,3
182,12.9857249,77.6451284,905.9740422712584,7.9,5
183,12.9814761,77.6432035,745.930072685612,8.35,4
184,12.9771543,77.6409843,1009.172808942161,8.55,2
185,12.9856986,77.6450326,895.1898864471987,9.09,4
186,12.9809711,77.6439041,843.8556315675082,6.66,4
187,12.9840371,77.6405308,373.37885986052686,6.72,4
188,12.981751,77.645133,1410.8099999931435,9.67,4
189,12.9794089,77.6422185,966.154301608969,9.16,4
190,12.9792587,77.6464415,1288.5754043950737,10.24,2
191,12.9819711,77.6394126,323.38129972600444,4.69,3
192,12.9833621,77.6417663,601.2678868738494,7.87,1
193,12.9768017,77.6459938,1492.6895669079856,11.0,3
194,12.9785034,77.6428734,1058.43808567763,9.24,5
195,12.9813203,77.6451253,1278.3474228951343,10.66,3
196,12.9833621,77.6417663,601.2678868738494,7.84,3
197,12.9786249,77.6466522,1368.4447114446618,9.16,5
198,12.9783621,77.6415649,947.3974765586636,6.98,2
199,12.9791725,77.6437122,1083.1408317901478,8.92,5
200,12.9766773,77.6422253,1197.925298204762,10.86,5
201,12.9823803,77.6396071,301.5563076833993,5.91,4
202,12.9756441,77.6410581,1177.2933692196339,10.19,5
203,12.9834676,77.6455396,1149.5970156683554,8.86,3
204,12.9822707,77.6447342,1382.0055903503785,9.66,3
205,12.9827334,77.6457594,1240.9217056457048,8.41,3
206,12.9827188,77.6456914,1234.46928625638,8.86,3
207,12.9792587,77.6464415,1288.5754043950737,9.98,4
208,12.9834805,77.6455973,1156.0113903309878,8.12,3
209,12.9756441,77.6410581,1177.2933692196339,9.74,1
210,12.9807946,77.6461102,1238.414144391507,8.72,1
211,12.980756,77.6396502,477.7097412991801,4.49,3
212,12.9823803,77.6396071,301.5563076833993,4.8,2
213,12.9791523,77.643048,1023.598723937867,9.2,4
214,12.9778707,77.6467011,1452.4930857582879,10.01,1
215,12.9801438,77.6458481,1143.262168480446,10.05,3
216,12.9816094,77.6449415,1227.9766540397252,10.9,1
217,12.9819882,77.6396263,345.20550489062765,4.45,3
218,12.9834805,77.6455973,1156.0113903309878,8.79,3
219,12.9816132,77.6400865,437.6448877082429,5.74,1
220,12.981751,77.645133,1410.8099999931435,10.93,2
221,12.9768017,77.6459938,1492.6895669079856,10.98,2
222,12.9834676,77.6455396,1149.5970156683554,10.27,1
223,12.9856986,77.6450326,895.1898864471987,8.46,1
224,12.9821338,77.6458898,1309.0749709973093,9.03,3
225,12.9829593,77.6374258,6.255383527314924,4.83,5
226,12.9791266,77.6422284,934.7456046815137,8.97,4
227,12.9783621,77.6415649,947.3974765586636,7.48,4
228,12.9749864,77.6417062,1320.1363571283805,9.69,4
229,12.9772393,77.6434028,1252.1960024146413,10.25,3
230,12.9839104,77.6418741,569.5452767546349,5.71,1
231,12.9815561,77.6442083,821.7283320868477,7.15,1
232,12.9785057,77.6457201,1283.2050060112954,10.03,5
233,12.9827917,77.6382008,140.7921417525406,4.34,4
234,12.9828791,77.6374502,15.556871069506306,3.17,2
235,12.9819345,77.6413707,548.1620251941551,5.1,2
236,12.9815501,77.6391718,340.38111558443416,4.67,3
237,12.9757018,77.6428741,1372.991151050601,9.98,4
238,12.9811946,77.6449101,1181.727619343807,9.94,1
239,12.9838042,77.6396887,268.8421009875829,3.93,1
240,12.9749864,77.6417062,1320.1363571283805,9.19,3
241,12.9794089,77.6422185,966.154301608969,9.21,3
242,12.9757018,77.6428741,1372.991151050601,11.16,4
243,12.9799998,77.6414043,754.7088717016721,7.64,5
244,12.9771826,77.6416237,1078.5267871977085,8.35,4
245,12.981039,77.6454728,1197.0111173944606,8.52,3
246,12.9829593,77.6374258,6.255383527314924,4.91,3
247,12.9797282,77.6455863,1151.3829718955706,9.81,2
248,12.9808127,77.6449014,1139.2517550976468,9.52,4
249,12.9809818,77.6454729,1190.6507493760303,10.39,5
250,12.9791725,77.6437122,1083.1408317901478,10.34,5
251,12.9856986,77.6450326,895.1898864471987,8.52,1
252,12.9784242,77.640913,867.7546951973395,6.44,1
253,12.9785419,77.6466626,1377.7424460939544,9.56,3
254,12.9812846,77.6428429,723.2911700628055,6.6,1
255,12.9824117,77.6457626,1269.477906057098,10.82,4
256,12.980756,77.6396502,477.7097412991801,4.98,1
257,12.9801829,77.6455364,1101.4786094042577,7.61,1
258,12.9817271,77.6433177,723.3735295794143,6.36,3
259,12.9801055,77.6455449,1110.1342484973122,9.08,3
260,12.9800734,77.6440053,944.2759361692744,8.59,2
261,12.9807946,77.6461102,1238.414144391507,9.01,5
262,12.9801163,77.6446084,1000.6539246403465,7.36,5
263,12.9820337,77.6413737,537.1266843494586,7.41,4
264,12.979992,77.6411705,729.3608900703565,7.81,2
265,12.9799068,77.6458773,1169.8046525311636,9.8,2
266,12.9815501,77.6391718,340.38111558443416,4.53,5
267,12.9809818,77.6454729,1190.6507493760303,9.8,3
268,12.9777004,77.6415949,1021.0470348565643,7.55,3
269,12.9772197,77.6427879,1204.7412377610362,8.28,4
270,12.980756,77.6396502,477.7097412991801,5.67,1
271,12.9812344,77.6444965,1226.9038958210285,10.31,2
272,12.9839104,77.6418741,569.5452767546349,6.11,4
273,12.9822707,77.6447342,1382.0055903503785,10.24,2
274,12.9802053,77.6470594,1461.9208932140693,12.04,3
275,12.9822707,77.6447342,1382.0055903503785,11.38,1
276,12.9799068,77.6458773,1169.8046525311636,10.43,4
277,12.9777898,77.6442258,1199.3986484147138,10.01,2
278,12.9772242,77.6429288,1200.8082507566348,8.93,2
279,12.9824062,77.6400563,350.3135341458872,3.98,3
280,12.9823684,77.639401,279.18561675555236,5.0,3
281,12.9856986,77.6450326,895.1898864471987,8.64,5
282,12.9823534,77.6391413,250.9969909158618,3.52,5
283,12.9807946,77.6461102,1238.414144391507,8.81,2
284,12.9800734,77.6440053,944.2759361692744,7.64,2
285,12.9783397,77.6409171,877.1611763453278,9.18,5
286,12.9785034,77.6428734,1058.43808567763,8.53,5
287,12.9777004,77.6415949,1021.0470348565643,7.34,1
288,12.9841222,77.6405203,365.656074724209,6.48,5
289,12.9792661,77.6465103,1296.0754483455576,9.11,4
290,12.9809818,77.6454729,1190.6507493760303,9.87,5
291,12.984291,77.6413407,465.57011232289665,5.84,4
292,12.981751,77.645133,1410.8099999931435,9.62,1
293,12.9794089,77.6422185,966.154301608969,9.52,3
294,12.9856986,77.6450326,895.1898864471987,8.44,1
295,12.9799998,77.6414043,754.7088717016721,7.74,5
296,12.9772393,77.6434028,1252.1960024146413,11.17,3
297,12.9834805,77.6455973,1156.0113903309878,8.78,3
298,12.9809711,77.6439041,843.8556315675082,7.81,5
299,12.9799068,77.6458773,1169.8046525311636,8.83,2
300,12.9787801,77.6428571,1027.6197513692325,9.87,5
301,12.979992,77.6411705,729.3608900703565,7.42,2
302,12.9820337,77.6413737,537.1266843494586,5.37,1
303,12.9856986,77.6450326,895.1898864471987,7.07,3
304,12.9757018,77.6428741,1372.991151050601,10.71,1
305,12.9771543,77.6409843,1009.172808942161,8.3,2
306,12.9801438,77.6458481,1143.262168480446,8.11,1
307,12.9801163,77.6446084,1000.6539246403465,8.77,3
308,12.9827188,77.6456914,1234.46928625638,8.91,5
309,12.9812376,77.6460148,1285.2032298646702,10.38,4
310,12.9827334,77.6457594,1240.9217056457048,8.55,5
311,12.9819502,77.6391566,295.86148804426205,4.47,5
312,12.9800204,77.6420169,821.1259709950707,7.99,2
313,12.9786208,77.6465855,1361.2031022597625,11.56,3
314,12.9791523,77.643048,1023.598723937867,8.37,3
315,12.9824434,77.6407004,420.2260675371919,5.19,4
316,12.9799812,77.6408488,694.4827552786822,6.02,5
317,12.9787801,77.6428571,1027.6197513692325,9.48,4
318,12.9829593,77.6374258,6.255383527314924,4.52,2
319,12.9841506,77.6405953,374.37450719223625,4.37,2
320,12.9813203,77.6451253,1278.3474228951343,8.8,1
321,12.9792587,77.6464415,1288.5754043950737,9.02,5
322,12.9800204,77.6420169,821.1259709950707,6.33,5
323,12.9783621,77.6415649,947.3974765586636,8.85,2
324,12.9823411,77.6413923,502.8859532981393,4.85,1
325,12.9822707,77.6447342,1382.0055903503785,10.24,2
326,12.9821338,77.6458898,1309.0749709973093,9.31,4
327,12.9819502,77.6391566,295.86148804426205,4.35,2
328,12.9785034,77.6428734,1058.43808567763,9.93,1
329,12.9785359,77.6465944,1370.6926920828075,11.84,3
330,12.9808127,77.6449014,1139.2517550976468,9.25,2
331,12.9801829,77.6455364,1101.4786094042577,9.68,1
332,12.9812422,77.6442343,856.7459747359477,8.6,2
333,12.9822659,77.6376268,86.60837427808954,3.03,3
334,12.9837243,77.6409403,571.5979316342697,7.07,3
335,12.9778445,77.6457576,1356.8393981236954,8.83,5
336,12.979992,77.6411705,729.3608900703565,7.44,3
337,12.9815832,77.6396508,390.3176887323678,6.18,3
338,12.9757018,77.6428741,1372.991151050601,9.99,4
339,12.9856986,77.6450326,895.1898864471987,8.19,4
340,12.9815832,77.6396508,390.3176887323678,4.77,1
341,12.9829593,77.6374258,6.255383527314924,3.47,1
342,12.9809746,77.64607,1255.3535540803043,9.03,4
343,12.9823411,77.6413923,502.8859532981393,6.77,3
344,12.9756821,77.6422676,1308.4178797492336,10.38,5
345,12.9778707,77.6467011,1452.4930857582879,12.09,2
346,12.9815694,77.6444451,847.428956293221,8.63,3
347,12.9777468,77.6429023,1142.6268010737651,10.51,3
348,12.9766977,77.642817,1262.0792622785934,8.49,4
349,12.9822707,77.6447342,1382.0055903503785,9.19,3
350,12.9807913,77.6454739,1169.4678088035203,10.41,4
351,12.9801644,77.6467168,1432.8098279057926,10.74,2
352,12.9812422,77.6442343,856.7459747359477,7.97,3
353,12.9801163,77.6446084,1000.6539246403465,7.23,2
354,12.9829234,77.6405761,398.5863701675846,6.76,5
355,12.9809711,77.6439041,843.8556315675082,7.56,4
356,12.9801055,77.6455449,1110.1342484973122,8.39,4
357,12.9839104,77.6418741,569.5452767546349,6.91,5
358,12.980756,77.6396502,477.7097412991801,5.58,5
359,12.9812376,77.6460148,1285.2032298646702,9.38,4
360,12.9776808,77.6410004,1085.5008992146315,8.32,5
361,12.9773209,77.6459638,1434.8656370230456,10.79,5
362,12.9827188,77.6456914,1234.46928625638,11.06,4
363,12.9801644,77.6467168,1432.8098279057926,10.71,5
364,12.9829593,77.6374258,6.255383527314924,5.02,4
365,12.9827917,77.6382008,140.7921417525406,4.8,1
366,12.9838303,77.6413992,517.1883482653884,6.38,2
367,12.9801055,77.6455449,1110.1342484973122,9.98,2
368,12.9816132,77.6400865,437.6448877082429,4.85,1
369,12.9824372,77.6405929,408.5577548798012,4.46,4
370,12.975721,77.6434665,1421.1645348143795,11.46,1
371,12.981155,77.6461024,1420.323825229343,11.75,3
372,12.9823411,77.6413923,502.8859532981393,5.13,1
373,12.9831523,77.6381837,100.6524081177038,4.38,4
374,12.9787801,77.6428571,1027.6197513692325,8.26,5
375,12.980755,77.6391992,428.842160723893,6.04,2
376,12.980756,77.6396502,477.7097412991801,6.06,4
377,12.9777468,77.6429023,1142.6268010737651,7.94,5
378,12.9801394,77.6458109,1139.2018214429786,9.59,2
379,12.9772197,77.6427879,1204.7412377610362,9.37,1
380,12.9824062,77.6400563,350.3135341458872,5.05,3
381,12.9749864,77.6417062,1320.1363571283805,8.74,3
382,12.975663,77.6416813,1244.8534000758907,8.99,1
383,12.9801055,77.6455449,1110.1342484973122,9.73,5
384,12.9837963,77.6414016,520.9779139788834,5.36,2
385,12.975663,77.6416813,1244.8534000758907,11.0,2
386,12.9827334,77.6457594,1240.9217056457048,8.65,3
387,12.9856986,77.6450326,895.1898864471987,9.1,2
388,12.9790845,77.6408871,794.2777120251919,8.12,4
389,12.9827188,77.6456914,1234.46928625638,9.2,1
390,12.981155,77.6461024,1420.323825229343,11.43,1
391,12.9833621,77.6417663,601.2678868738494,6.35,5
392,12.9809746,77.64607,1255.3535540803043,10.71,2
393,12.9829422,77.6373708,0.0,4.0,1
394,12.9811805,77.6465538,1469.7046249284697,11.94,3
395,12.9815832,77.6396508,390.3176887323678,5.51,3
396,12.9834676,77.6455396,1149.5970156683554,9.79,4
397,12.9772393,77.6434028,1252.1960024146413,9.71,2
398,12.9771543,77.6409843,1009.172808942161,9.48,3
399,12.9766773,77.6422253,1197.925298204762,10.06,4
400,12.9827484,77.637503,31.175574673125794,2.55,3
401,12.9772197,77.6427879,1204.7412377610362,9.32,4
402,12.9820337,77.6413737,537.1266843494586,6.06,3
403,12.9819711,77.6394126,323.38129972600444,5.6,2
404,12.980755,77.6391992,428.842160723893,5.17,5
405,12.9767154,77.6434249,1310.5003035675347,9.5,5
406,12.975721,77.6434665,1421.1645348143795,11.98,2
407,12.984291,77.6413407,465.57011232289665,5.82,5
408,12.9790845,77.6408871,794.2777120251919,8.34,1
409,12.9800734,77.6440053,944.2759361692744,8.57,3
410,12.9819502,77.6391566,295.86148804426205,4.32,2
411,12.9823803,77.6396071,301.5563076833993,3.52,2
412,12.9790961,77.6412569,829.424809979245,7.18,1
413,12.9811822,77.6464979,1463.64472247685,11.42,2
414,12.9772242,77.6429288,1200.8082507566348,8.06,2
415,12.9833621,77.6417663,601.2678868738494,7.55,3
416,12.9809746,77.64607,1255.3535540803043,10.46,5
417,12.9811758,77.6430774,751.4331742566142,7.14,3
418,12.9811946,77.6449101,1181.727619343807,9.2,5
419,12.9808127,77.6449014,1139.2517550976468,10.07,4
420,12.9812344,77.6444965,1226.9038958210285,10.53,1
421,12.9812344,77.6444965,1226.9038958210285,9.62,5
422,12.9773209,77.6459638,1434.8656370230456,9.35,1
423,12.9857249,77.6451284,905.9740422712584,7.18,1
424,12.980755,77.6391992,428.842160723893,6.05,5
425,12.9766388,77.6410138,1066.583012070226,9.3,5
426,12.9815688,77.63944,368.21349227817143,4.04,3
427,12.9792661,77.6465103,1296.0754483455576,8.8,4
428,12.9823263,77.6386724,200.10104739012536,4.61,4
429,12.9823263,77.6386724,200.10104739012536,5.91,3
430,12.9812422,77.6442343,856.7459747359477,8.99,1
431,12.9771543,77.6409843,1009.172808942161,9.44,4
432,12.9838303,77.6413992,517.1883482653884,7.18,5
433,12.9811946,77.6449101,1181.727619343807,10.89,4
434,12.9807913,77.6454739,1169.4678088035203,8.3,2
435,12.9819882,77.6396263,345.20550489062765,6.43,4
436,12.9824372,77.6405929,408.5577548798012,6.16,2
437,12.9778445,77.6457576,1356.8393981236954,11.06,4
438,12.9833621,77.6417663,601.2678868738494,7.34,2
439,12.9838303,77.6413992,517.1883482653884,4.77,1
440,12.9785895,77.6457121,1273.8466254160196,9.17,2
441,12.9824434,77.6407004,420.2260675371919,5.98,1
442,12.9812846,77.6428429,723.2911700628055,6.17,1
443,12.9738609,77.6411203,1375.690956073804,11.8,3
444,12.9771826,77.6416237,1078.5267871977085,8.29,3
445,12.9799812,77.6408488,694.4827552786822,8.23,1
446,12.9815561,77.6442083,821.7283320868477,8.18,2
447,12.9838042,77.6396887,268.8421009875829,4.83,3
448,12.9802053,77.6470594,1461.9208932140693,9.32,4
449,12.980755,77.6391992,428.842160723893,6.65,2
450,12.9768017,77.6459938,1492.6895669079856,11.48,4
451,12.9766388,77.6410138,1066.583012070226,9.93,1
452,12.9802053,77.6470594,1461.9208932140693,11.31,1
453,12.9778707,77.6467011,1452.4930857582879,11.77,1
454,12.9815688,77.63944,368.21349227817143,5.33,5
455,12.9786208,77.6465855,1361.2031022597625,10.09,1
456,12.9827334,77.6457594,1240.9217056457048,9.92,2
457,12.9828791,77.6374502,15.556871069506306,2.6,4
458,12.9829234,77.6405761,398.5863701675846,6.7,4
459,12.9803262,77.645786,1160.1475544938094,9.99,3
460,12.9768017,77.6459938,1492.6895669079856,11.36,3
461,12.9812422,77.6442343,856.7459747359477,6.53,4
462,12.9738771,77.6417484,1443.5698505368716,10.05,3
463,12.9857249,77.6451284,905.9740422712584,7.84,3
464,12.980756,77.6396502,477.7097412991801,6.15,2
465,12.9823803,77.6396071,301.5563076833993,4.15,2
466,12.9766977,77.642817,1262.0792622785934,10.0,5
467,12.9814761,77.6432035,745.930072685612,7.69,1
468,12.9823411,77.6413923,502.8859532981393,7.41,3
469,12.9791523,77.643048,1023.598723937867,8.35,2
470,12.9819502,77.6391566,295.86148804426205,6.4,5
471,12.9840371,77.6405308,373.37885986052686,4.45,1
472,12.9812344,77.6446497,1210.304162973909,10.49,5
473,12.979197,77.6444748,1075.3643404088955,8.45,1
474,12.9829593,77.6374258,6.255383527314924,4.95,2
475,12.9827334,77.6457594,1240.9217056457048,9.53,4
476,12.984291,77.6413407,465.57011232289665,5.29,5
477,12.9771826,77.6416237,1078.5267871977085,7.71,3
478,12.981039,77.6454728,1197.0111173944606,8.73,1
479,12.9791725,77.6437122,1083.1408317901478,9.44,4
480,12.9791725,77.6437122,1083.1408317901478,10.05,2
481,12.9824062,77.6400563,350.3135341458872,6.72,2
482,12.9777468,77.6429023,1142.6268010737651,10.61,2
483,12.9822707,77.6447342,1382.0055903503785,9.24,1
484,12.9819882,77.6396263,345.20550489062765,4.81,4
485,12.9811805,77.6465538,1469.7046249284697,10.7,2
486,12.9790961,77.6412569,829.424809979245,6.27,3
487,12.9819502,77.6391566,295.86148804426205,4.59,5
488,12.9809046,77.6442701,884.1964970449403,8.38,5
489,12.9815688,77.63944,368.21349227817143,4.44,2
490,12.9837243,77.6409403,571.5979316342697,4.91,1
491,12.9802053,77.6470594,1461.9208932140693,10.31,4
492,12.984291,77.6413407,465.57011232289665,6.58,2
493,12.9800734,77.6440053,944.2759361692744,7.12,2
